id,journal_text,ambience_type,duration_min,sleep_hours,energy_level,stress_level,time_of_day,previous_day_mood,face_emotion_hint,reflection_quality,emotional_state,intensity,word_count,quality_weight
907,i noticed i was all over teh place. mountain visuals made it easier to pause.,cafe,10,6.0,4.0,1.0,morning,calm,happy_face,clear,restless,4,15,3.0
910,hard to focus,cafe,12,3.5,3.0,3.0,afternoon,neutral,tense_face,clear,overwhelmed,1,3,1.0
911,kind of felt able to think straight. then my mind wandered again.,rain,18,3.5,1.0,2.0,night,neutral,happy_face,vague,focused,3,12,3.0
912,"i noticed i was more tired than i expected, but forest sounds worked for a bit.",forest,15,8.5,4.0,5.0,night,overwhelmed,,conflicted,overwhelmed,5,16,3.0
913,honestly i felt able to prioritize. i kept thinking about emails.,cafe,12,6.0,1.0,1.0,morning,mixed,tense_face,vague,focused,4,11,2.0
914,still heavy,ocean,7,8.0,1.0,4.0,morning,calm,tense_face,vague,mixed,1,2,1.0
915,"somehow i felt unable to stay with one thought, but i stayed with it anyway.",cafe,15,4.0,1.0,4.0,evening,restless,calm_face,clear,restless,5,15,3.0
918,"woke up feeling lighter than before, but my breathing slowed for a moment.",cafe,10,8.0,1.0,2.0,afternoon,mixed,neutral_face,conflicted,calm,3,13,3.0
919,i noticed i was itchy in my head. i couldn't tell if it was helping at first.,rain,4,3.5,5.0,4.0,afternoon,focused,tired_face,vague,restless,4,17,3.0
920,mixed honestly,ocean,10,3.5,5.0,5.0,morning,focused,none,conflicted,restless,4,2,1.0
921,"ended up drained and behind, but sleep probably affected it.",rain,20,6.0,1.0,4.0,night,focused,none,clear,overwhelmed,4,10,2.0
922,more clear today,ocean,35,8.0,5.0,2.0,afternoon,neutral,neutral_face,vague,focused,4,3,1.0
924,"woke up feeling heavy in teh chest, but i couldn't tell if it was helping at first.",ocean,15,5.0,5.0,3.0,morning,restless,happy_face,clear,overwhelmed,3,17,3.0
925,not gonna lie i felt unable to stay with one thought. ocean audio was nice.,mountain,35,4.0,3.0,2.0,morning,,neutral_face,clear,restless,2,15,3.0
926,felt better ...,rain,12,5.0,4.0,1.0,afternoon,mixed,tense_face,conflicted,restless,3,3,1.0
927,not gonna lie i felt less tense. cafe ambience weirdly helped.,rain,20,7.0,5.0,4.0,evening,restless,tired_face,vague,calm,2,11,2.0
928,"after the session i felt pretty overloaded, but ocean audio was nice.",cafe,12,3.5,2.0,1.0,afternoon,overwhelmed,none,conflicted,overwhelmed,4,12,3.0
929,kind of felt mostly the same. the rain helped a little.,ocean,4,8.0,5.0,5.0,night,neutral,happy_face,vague,neutral,3,11,2.0
931,"not gonna lie i felt able to think straight, but i had to restart once. ...",cafe,25,4.0,4.0,5.0,evening,mixed,,clear,focused,4,16,3.0
935,hard to focus,forest,4,3.5,5.0,4.0,evening,focused,tense_face,vague,focused,4,3,1.0
936,not gonna lie i felt restless even after. i was more tired than i thought.,rain,5,3.5,4.0,2.0,night,calm,happy_face,clear,restless,4,15,3.0
938,tired but okay,mountain,18,6.0,5.0,4.0,afternoon,neutral,calm_face,clear,focused,5,3,1.0
939,actually helped,mountain,10,8.0,4.0,5.0,night,mixed,neutral_face,vague,mixed,1,2,1.0
941,somehow i felt okay overall. sleep probably affected it.,cafe,12,4.0,3.0,5.0,morning,restless,tense_face,clear,neutral,2,9,2.0
942,ended up heavy in the chest. i kept thinking about emails.,rain,10,7.0,2.0,5.0,afternoon,neutral,tense_face,clear,overwhelmed,2,11,2.0
943,"somehow i felt drained and behind, but i was more tired than i thought.",ocean,35,7.0,3.0,1.0,night,restless,,conflicted,overwhelmed,1,14,3.0
944,not gonna lie i felt restless even after. it took time to click.,mountain,4,6.0,5.0,5.0,night,mixed,neutral_face,conflicted,restless,2,13,3.0
945,mind racing,ocean,35,4.0,4.0,3.0,afternoon,focused,,clear,mixed,2,2,1.0
946,"started off more tired than i expected, but this was better than yesterday.",forest,30,6.0,5.0,1.0,evening,focused,neutral_face,clear,overwhelmed,4,13,3.0
947,"for a while i was less tense, but the rain helped a little.",cafe,10,3.5,4.0,3.0,evening,focused,tired_face,conflicted,calm,5,13,3.0
948,felt better ...,mountain,4,6.0,3.0,5.0,night,mixed,neutral_face,vague,mixed,4,3,1.0
949,somehow i felt better but not fully okay. cafe ambience weirdly helped.,cafe,12,7.0,3.0,3.0,night,neutral,,conflicted,mixed,5,12,3.0
951,today i was better but not fully okay. i couldn't tell if it was helping at first.,forest,35,5.0,1.0,1.0,afternoon,mixed,neutral_face,conflicted,mixed,3,17,3.0
956,"for a while i was actually able to focus, but forest sounds worked for a bit. ...",ocean,10,7.0,1.0,3.0,afternoon,neutral,tense_face,vague,focused,4,17,3.0
957,"today i was all over the place, but i was more tired than i thought. ...",rain,25,8.5,3.0,5.0,afternoon,focused,,vague,restless,1,16,3.0
959,started off drained and behind. i kept thinking about emails.,cafe,10,5.0,2.0,3.0,night,focused,,clear,overwhelmed,4,10,2.0
960,"ended up not bad but not clear eitehr, but i had to restart once.",ocean,15,7.0,3.0,3.0,evening,calm,none,clear,mixed,3,14,3.0
961,after the session i felt mentally flooded. it took time to click.,ocean,15,4.0,2.0,1.0,morning,mixed,happy_face,conflicted,overwhelmed,3,12,3.0
962,honestly i felt kind of blank. cafe ambience weirdly helped.,forest,25,8.0,2.0,5.0,night,neutral,calm_face,vague,neutral,2,10,2.0
963,"today i was kind of jumpy, but it took time to click.",ocean,7,3.5,4.0,2.0,night,calm,happy_face,vague,restless,3,12,3.0
964,somehow i felt pretty even. forest sounds worked for a bit.,mountain,35,8.0,1.0,5.0,morning,restless,none,vague,neutral,4,11,2.0
965,okay session,ocean,7,5.0,3.0,4.0,afternoon,calm,tired_face,vague,calm,2,2,1.0
966,felt better,cafe,20,7.0,4.0,3.0,afternoon,restless,happy_face,conflicted,overwhelmed,2,2,1.0
967,"kind of felt more at ease, but my breathing slowed for a moment.",rain,12,6.0,3.0,3.0,afternoon,neutral,neutral_face,conflicted,calm,4,13,3.0
968,"ended up unable to come down from the day, but i had to restart once.",ocean,10,8.0,1.0,4.0,evening,mixed,neutral_face,clear,overwhelmed,3,15,3.0
969,bit restless,ocean,25,5.0,5.0,1.0,morning,mixed,neutral_face,conflicted,calm,5,2,1.0
970,"kind of felt locked in for a bit, but i couldn't tell if it was helping at first.",cafe,20,7.0,2.0,2.0,afternoon,neutral,happy_face,vague,focused,5,18,3.0
971,a little lighter,rain,35,5.0,3.0,4.0,morning,restless,tense_face,conflicted,restless,5,3,1.0
972,not gonna lie i felt all over the place. the rain helped a little.,mountain,12,8.5,5.0,2.0,night,calm,,clear,restless,5,14,3.0
974,honestly i felt able to think straight. i was more tired than i thought.,ocean,30,5.0,5.0,1.0,evening,mixed,neutral_face,vague,focused,2,14,3.0
975,woke up feeling mentally flooded. ocean audio was nice.,rain,18,8.5,2.0,2.0,morning,calm,happy_face,vague,overwhelmed,1,9,2.0
976,felt better,forest,15,8.0,5.0,5.0,afternoon,focused,tired_face,clear,mixed,1,2,1.0
977,kind of felt able to think straight. i was more tired than i thought.,mountain,4,7.0,4.0,3.0,afternoon,calm,,vague,focused,2,14,3.0
979,okay session,rain,4,8.5,4.0,5.0,evening,focused,tense_face,conflicted,mixed,1,2,1.0
980,actually helped,ocean,15,5.0,2.0,1.0,night,calm,,conflicted,mixed,3,2,1.0
981,lowkey felt half relaxed half distracted. cafe ambience weirdly helped.,ocean,18,4.0,5.0,3.0,evening,neutral,neutral_face,clear,mixed,3,10,2.0
982,woke up feeling fine i guess. i stayed with it anyway. then it faded again.,cafe,18,6.0,2.0,2.0,afternoon,mixed,neutral_face,clear,neutral,4,15,3.0
983,"kind of felt lighter than before, but i couldn't tell if it was helping at first.",mountain,18,4.0,3.0,1.0,evening,neutral,neutral_face,clear,calm,5,16,3.0
984,okay session,cafe,4,3.5,5.0,5.0,night,focused,tired_face,clear,focused,5,2,1.0
985,a little lighter,ocean,7,8.5,3.0,4.0,afternoon,overwhelmed,happy_face,vague,calm,1,3,1.0
986,fine i guess,rain,10,6.0,5.0,5.0,afternoon,overwhelmed,happy_face,vague,calm,5,3,1.0
987,"not gonna lie i felt clear enough to plan, but cafe ambience weirdly helped.",rain,5,7.0,5.0,2.0,night,restless,none,clear,focused,5,14,3.0
990,"kind of felt restless even after, but i had to restart once.",rain,18,7.0,4.0,2.0,afternoon,overwhelmed,happy_face,vague,restless,2,12,3.0
991,"lowkey felt pretty overloaded, but i was more tired than i thought.",ocean,35,3.5,2.0,1.0,night,focused,none,conflicted,overwhelmed,4,12,3.0
992,actually helped,cafe,7,6.0,5.0,5.0,morning,overwhelmed,calm_face,conflicted,overwhelmed,2,2,1.0
995,hard to focus,rain,30,3.5,1.0,3.0,afternoon,mixed,tired_face,clear,focused,2,3,1.0
996,mixed honestly,rain,4,3.5,4.0,5.0,morning,overwhelmed,neutral_face,conflicted,mixed,2,2,1.0
998,for a while i was mentally flooded. tehn my mind wandered again.,mountain,4,8.0,1.0,2.0,afternoon,restless,calm_face,clear,overwhelmed,5,12,3.0
999,i noticed i was pretty even. sleep probably affected it.,rain,10,8.5,5.0,4.0,evening,mixed,none,conflicted,neutral,4,10,2.0
1000,lowkey felt in between. then my mind wandered again.,rain,25,5.0,4.0,5.0,evening,neutral,happy_face,clear,mixed,3,9,2.0
1001,"lowkey felt locked in for a bit, but mountain visuals made it easier to pause.",cafe,25,3.5,4.0,1.0,afternoon,mixed,,clear,focused,1,15,3.0
1003,"ended up itchy in my head, but cafe ambience weirdly helped.",forest,18,8.5,1.0,3.0,afternoon,overwhelmed,neutral_face,vague,restless,5,11,2.0
1005,not gonna lie i felt more at ease. the rain helped a little.,cafe,30,8.0,5.0,3.0,evening,focused,calm_face,vague,calm,5,13,3.0
1006,not gonna lie i felt kind of blank. i kept thinking about emails.,forest,5,5.0,3.0,1.0,night,restless,happy_face,conflicted,neutral,5,13,3.0
1007,"started off split between calm and tension, but i had to restart once.",ocean,35,8.0,5.0,5.0,morning,restless,,vague,mixed,1,13,3.0
1008,woke up feeling surprisingly okay. this was better than yesterday.,mountain,18,5.0,2.0,5.0,evening,neutral,happy_face,conflicted,calm,4,10,2.0
1011,for a while i was mostly the same. sleep probably affected it.,ocean,35,4.0,5.0,2.0,night,restless,tense_face,vague,neutral,1,12,3.0
1013,honestly i felt clear enough to plan. i had to restart once.,forest,35,3.5,3.0,1.0,evening,overwhelmed,none,clear,focused,1,12,3.0
1014,more clear today,rain,18,7.0,2.0,5.0,night,overwhelmed,calm_face,vague,calm,2,3,1.0
1015,tired but okay,ocean,5,5.0,5.0,2.0,morning,overwhelmed,tired_face,conflicted,overwhelmed,4,3,1.0
1016,mixed honestly,ocean,18,6.0,4.0,4.0,morning,focused,tense_face,vague,restless,4,2,1.0
1018,woke up feeling surprisingly okay. ocean audio was nice.,mountain,20,7.0,2.0,3.0,morning,neutral,happy_face,vague,calm,3,9,2.0
1019,ended up not very different. forest sounds worked for a bit.,mountain,10,7.0,2.0,4.0,afternoon,overwhelmed,tense_face,vague,neutral,4,11,2.0
1020,"kind of felt unable to come down from the day, but i had to restart once.",forest,10,8.5,2.0,3.0,morning,overwhelmed,neutral_face,vague,overwhelmed,4,16,3.0
1021,somehow i felt more settled. forest sounds worked for a bit. ...,rain,20,3.5,2.0,1.0,night,overwhelmed,none,vague,calm,4,12,3.0
1022,not gonna lie i felt restless even after. ocean audio was nice.,mountain,18,8.0,1.0,1.0,night,calm,happy_face,conflicted,restless,4,12,3.0
1023,i noticed i was in between. i had to restart once.,mountain,35,4.0,5.0,4.0,afternoon,calm,neutral_face,clear,mixed,5,11,2.0
1024,started off more tired than i expected. i stayed with it anyway.,ocean,10,3.5,5.0,5.0,afternoon,restless,none,conflicted,overwhelmed,5,12,3.0
1025,honestly i felt steady but nothing major. i couldn't tell if it was helping at first.,cafe,12,5.0,3.0,1.0,afternoon,calm,neutral_face,vague,neutral,3,16,3.0
1026,started off clear enough to plan. i had to restart once. ...,forest,35,6.0,5.0,2.0,night,calm,,clear,focused,1,12,3.0
1027,"honestly i felt not bad but not clear either, but i stayed with it anyway.",rain,12,3.5,5.0,4.0,evening,focused,tense_face,clear,mixed,5,15,3.0
1029,somehow i felt not very different. i kept thinking about emails.,forest,12,4.0,2.0,3.0,afternoon,overwhelmed,tense_face,clear,neutral,5,11,2.0
1032,bit restless,cafe,12,4.0,1.0,3.0,morning,focused,calm_face,clear,calm,4,2,1.0
1033,by the end i was lighter than before. i had to restart once.,mountain,12,4.0,3.0,5.0,night,calm,neutral_face,conflicted,calm,2,13,3.0
1034,"kind of felt not very different, but tehn my mind wandered again.",cafe,5,4.0,1.0,3.0,afternoon,neutral,happy_face,clear,neutral,3,12,3.0
1035,"woke up feeling a lot quieter inside, but i was more tired than i thought.",cafe,4,4.0,5.0,4.0,evening,overwhelmed,neutral_face,clear,calm,3,15,3.0
1036,mind racing,forest,4,4.0,2.0,3.0,evening,focused,tired_face,conflicted,focused,1,2,1.0
1037,more clear today,forest,4,3.5,5.0,4.0,evening,,happy_face,vague,calm,2,3,1.0
1038,not gonna lie i felt just normal. i stayed with it anyway.,rain,35,5.0,4.0,2.0,morning,focused,calm_face,vague,neutral,4,12,3.0
1039,honestly i felt a little better and a little off. i was more tired than i thought.,ocean,4,8.5,1.0,4.0,morning,calm,neutral_face,vague,mixed,1,17,3.0
1040,ended up restless even after. ocean audio was nice. tehn it faded again.,rain,25,5.0,2.0,5.0,evening,neutral,happy_face,vague,restless,1,13,3.0
1041,still off,cafe,12,6.0,5.0,4.0,evening,focused,calm_face,vague,mixed,4,2,1.0
1043,for a while i was a little better and a little off. the rain helped a little.,cafe,30,8.0,2.0,5.0,evening,calm,tired_face,clear,mixed,2,17,3.0
1044,not gonna lie i felt unable to settle. i had to restart once. ...,cafe,4,7.0,2.0,3.0,evening,restless,tired_face,vague,restless,5,14,3.0
1046,"kind of felt not very different, but ocean audio was nice.",ocean,5,6.0,1.0,2.0,morning,neutral,,clear,neutral,5,11,2.0
1047,somehow i felt fine i guess. it took time to click.,rain,18,8.5,2.0,1.0,morning,overwhelmed,neutral_face,vague,neutral,5,11,2.0
1048,fine i guess,ocean,35,6.0,1.0,1.0,night,calm,tense_face,vague,calm,1,3,1.0
1049,today i was pretty overloaded. i stayed with it anyway.,cafe,10,6.0,5.0,5.0,morning,focused,neutral_face,conflicted,overwhelmed,5,10,2.0
1050,actually helped ...,ocean,4,8.0,5.0,5.0,afternoon,neutral,neutral_face,vague,focused,3,3,1.0
1051,i noticed i was just normal. i had to restart once.,ocean,12,3.5,4.0,3.0,afternoon,neutral,,vague,neutral,3,11,2.0
1052,more clear today,rain,30,5.0,1.0,5.0,afternoon,calm,happy_face,vague,calm,1,3,1.0
1053,hard to focus ...,ocean,15,6.0,4.0,3.0,evening,overwhelmed,neutral_face,clear,restless,2,4,1.0
1055,still off ...,ocean,20,8.5,2.0,4.0,afternoon,restless,none,vague,overwhelmed,5,3,1.0
1056,"lowkey felt itchy in my head, but sleep probably affected it. ...",mountain,25,4.0,3.0,4.0,afternoon,mixed,tense_face,conflicted,restless,3,12,3.0
1057,kind of felt not very different. sleep probably affected it.,ocean,5,8.0,1.0,1.0,evening,calm,tense_face,vague,neutral,5,10,2.0
1058,woke up feeling in between. mountain visuals made it easier to pause.,forest,18,7.0,2.0,2.0,afternoon,neutral,,conflicted,mixed,5,12,3.0
1059,"lowkey felt pretty even, but this was better than yesterday. ...",rain,12,7.0,5.0,1.0,evening,mixed,calm_face,conflicted,neutral,5,11,2.0
1060,"kind of felt less wound up, but i stayed with it anyway.",mountain,30,4.0,2.0,2.0,morning,neutral,,conflicted,calm,1,12,3.0
1061,not gonna lie i felt ready to start work. cafe ambience weirdly helped.,forest,5,8.5,1.0,4.0,morning,restless,none,vague,focused,1,13,3.0
1063,"i noticed i was not very different, but cafe ambience weirdly helped.",rain,7,5.0,3.0,1.0,afternoon,overwhelmed,happy_face,clear,neutral,4,12,3.0
1064,started off mostly the same. cafe ambience weirdly helped.,ocean,35,4.0,3.0,2.0,night,restless,none,vague,neutral,4,9,2.0
1065,kinda calm,cafe,18,3.5,2.0,5.0,afternoon,mixed,tense_face,clear,focused,4,2,1.0
1068,felt better,ocean,18,7.0,5.0,2.0,evening,restless,,conflicted,mixed,3,2,1.0
1069,okay session,cafe,7,8.0,3.0,3.0,night,neutral,happy_face,conflicted,focused,4,2,1.0
1070,woke up feeling mostly the same. i stayed with it anyway. ...,ocean,7,4.0,4.0,4.0,morning,restless,calm_face,vague,neutral,1,12,3.0
1072,still heavy,ocean,30,8.0,3.0,1.0,afternoon,neutral,calm_face,conflicted,overwhelmed,4,2,1.0
1073,somehow i felt more settled. it took time to click.,cafe,12,6.0,1.0,4.0,night,neutral,calm_face,vague,calm,5,10,2.0
1074,a little lighter,mountain,7,5.0,3.0,3.0,afternoon,focused,tense_face,vague,calm,5,3,1.0
1075,hard to focus,forest,15,6.0,2.0,1.0,morning,neutral,tense_face,conflicted,restless,5,3,1.0
1076,after the session i felt lighter than before. ocean audio was nice.,rain,12,3.5,4.0,5.0,afternoon,calm,,clear,calm,5,12,3.0
1077,"started off lighter than before, but i had to restart once.",cafe,18,4.0,1.0,1.0,afternoon,overwhelmed,happy_face,conflicted,calm,2,11,2.0
1078,not much change,cafe,7,6.0,5.0,4.0,evening,overwhelmed,calm_face,vague,mixed,2,3,1.0
1079,somehow i felt pretty even. forest sounds worked for a bit.,ocean,12,8.5,4.0,4.0,afternoon,calm,happy_face,clear,neutral,5,11,2.0
